movieId,title,genres,overview,poster_path
1922,Whatever (1998),Drama,"A New Jersey teen faces her impending adulthood, dreaming of a life as a successful New York artist. But when she gets caught up in the carefree sport of pre-AIDS sex and drugs, her future becomes less certain.",/rLr0G8AQZb2cqtVr9SPlBOaQwbY.jpg
1923,There's Something About Mary (1998),Comedy|Romance,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",/g03pwohXHOI75InM3zraiaEGguO.jpg
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,"In California, an old man grieves the loss of his wife and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb “Solobonite” that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",/bmicZi7PvlnZ9rZqp6QXN2Db0pT.jpg
1926,"Broadway Melody, The (1929)",Musical,"The vaudeville act of Harriet and Queenie Mahoney comes to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. When Eddie meets Queenie, he soon falls in love with  her—but she is already being courted by Jock Warriner, a member of New York high society. Queenie eventually recognises that, to Jock, she is nothing more than a toy, and that Eddie is in love with her.",/giq8GJs8YGMzHxeKxNSuwzAdd1c.jpg
1927,All Quiet on the Western Front (1930),Action|Drama|War,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",/yAU6jklJLUjZot3WyvyJrxVdLKb.jpg
1928,Cimarron (1931),Drama|Western,"When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.",/3uCZ5Pmpr1WdVQyaloIAplHvocL.jpg
1929,Grand Hotel (1932),Drama|Romance,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache.",/2j7dxqIlGHdTaaUW9s4Z5zfp9qS.jpg
1931,Mutiny on the Bounty (1935),Adventure|Drama,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors.",/GD98ozz6F6tSu8BWGulpseEKhv.jpg
1932,"Great Ziegfeld, The (1936)",Drama|Musical,"Lavish biography of Flo Ziegfeld, the producer who became Broadway's biggest starmaker.",/7wkIYI2r0ICajBcCW0JlIT3zSwc.jpg
1933,"Life of Emile Zola, The (1937)",Drama,Biopic of the famous French writer Emile Zola and his involvement in the Dreyfus Affair.,/gsEa6ZU1zHhjTYneNNBQApzl8Vu.jpg
1934,You Can't Take It with You (1938),Comedy|Romance,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby, but his wealthy banker father and snobbish mother strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things don't turn out the way Alice had hoped.",/9JltqbDyWstYW6gnvqDO6L5bOrx.jpg
1936,Mrs. Miniver (1942),Drama|War,"Middle-class housewife Kay Miniver deals with petty problems. She and her husband Clem watch her Oxford-educated son Vin court Carol Beldon, the charming granddaughter of the local nobility as represented by Lady Beldon. Then the war comes and Vin joins the RAF.",/fjPjx6FTaoTussbqoLj6OYTtUyi.jpg
1937,Going My Way (1944),Comedy|Drama|Musical,"Youthful Father Chuck O'Malley led a colorful life of sports, song, and romance before joining the Roman Catholic clergy. After being appointed to a run-down New York parish, O'Malley's worldly knowledge helps him connect with a gang of boys looking for direction, eventually winning over the aging, conventional Parish priest.",/838yNJnOk6iZj5YK1MoKiN2n1hw.jpg
1938,"Lost Weekend, The (1945)",Drama,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",/8ggIOoCzt8xT2ePl8DdlRtXgcOh.jpg
1939,"Best Years of Our Lives, The (1946)",Drama|War,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",/gd5EoAU4MM57sW3vlWxJ0NMM8cV.jpg
1940,Gentleman's Agreement (1947),Drama,A magazine writer poses as a Jew to expose anti-Semitism.,/sa4VJoUQmgU7bqWyIqu03fwS9Lj.jpg
1941,Hamlet (1948),Drama,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’s Hamlet continues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",/woO9SgU2vTRMZeG0YqOLeoIqlzC.jpg
1942,All the King's Men (1949),Drama,All The King's Men is the story of the rise of politician Willie Stark from a rural county seat to the governor's mansion.,/flvbh5w7AyIVvtp8trkzyG2j5k4.jpg
1944,From Here to Eternity (1953),Drama|Romance|War,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",/mJFzGDs8OMyXotbunp800D9SID0.jpg
1945,On the Waterfront (1954),Crime|Drama,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",/fKjLZy9W8VxMOp5OoyWojmLVCQw.jpg
1946,Marty (1955),Drama|Romance,"Marty, a butcher who lives in the Bronx with his mother is unmarried at 34. Good-natured but socially awkward he faces constant badgering from family and friends to get married but has reluctantly resigned himself to bachelorhood. Marty meets Clara, an unattractive school teacher, realising their emotional connection, he promises to call but family and friends try to convince him not to.",/8tnGO5VoAQII4DbE3hozWKhV4BY.jpg
1947,West Side Story (1961),Drama|Musical|Romance,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two romantics, one from each gang, fall in love leading to tragedy.",/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg
1948,Tom Jones (1963),Adventure|Comedy|Romance,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,/bX6t9s00uaQvj3onicwgIgEEbmn.jpg
1949,"Man for All Seasons, A (1966)",Drama,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",/fKdIMxsxt2PQlHGqmnl8uSS2C54.jpg
1950,In the Heat of the Night (1967),Drama|Mystery,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",/fvqHTabYej3LwzKRRZCm6jV3g0O.jpg
1951,Oliver! (1968),Drama|Musical,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",/1XJgoaOWKrqxkKeBKWLKSigqG8c.jpg
1952,Midnight Cowboy (1969),Drama,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",/f7YLzOxwWzeEdo7RhAlPSBTYa8.jpg
1953,"French Connection, The (1971)",Action|Crime|Thriller,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,/5XSGvIKl2yPvOkieFjc3rzLw7x0.jpg
1954,Rocky (1976),Drama,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg
1955,Kramer vs. Kramer (1979),Drama,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",/6IVQjDTbr7pXx2AR8jovbYwpyiF.jpg
1956,Ordinary People (1980),Drama,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",/kPt2AQiSP39g3I1TtAnjSGQwN9S.jpg
1957,Chariots of Fire (1981),Drama,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",/qnRaum8k0HqGRml2i7OawFqUtEb.jpg
1958,Terms of Endearment (1983),Comedy|Drama,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",/iZiYzBb6nyv2anbpVTV5ba6GSwq.jpg
1959,Out of Africa (1985),Drama|Romance,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",/3ao9wNPTdpFDWVMyqDZGZnSGpz5.jpg
1960,"Last Emperor, The (1987)",Drama,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",/7CZSCaGxCD2HXo8LrdcW183moqJ.jpg
